,58Fe,57Fe,56Fe,54Fe,59Co,64Ni,62Ni,61Ni,60Ni,58Ni,65Cu,63Cu,70Zn,68Zn,66Zn
57Fe,1.436
,50
56Fe,2.569,1.133
,33,38
54Fe,5.526,4.09,2.957
,38,49,31
59Co,86.976,85.54,84.407,81.45
,49,44,36,48
64Ni,170.745,169.309,168.175,165.218,83.769
,61,57,50,59,47
62Ni,172.345,170.908,169.775,166.818,85.368,1.6
,56,52,45,55,41,29
61Ni,173.909,172.473,171.339,168.382,86.933,3.164,1.564
,61,57,51,60,45,46,41
60Ni,174.884,173.448,172.315,169.358,87.908,4.14,2.54,0.976
,52,48,40,51,35,33,26,36
58Ni,178.079,176.643,175.51,172.553,91.103,7.334,5.734,4.17,3.195
,47,42,33,45,34,43,36,45,31
65Cu,258.031,256.595,255.462,252.505,171.055,87.286,85.686,84.122,83.147,79.952
,62,58,51,60,48,33,31,48,35,44
63Cu,259.949,258.512,257.379,254.422,172.972,89.204,87.604,86.04,85.064,81.87,1.918
,61,57,50,59,47,37,29,47,33,43,34
70Zn,342.413,340.977,339.844,336.887,255.437,171.668,170.068,168.504,167.529,164.334,84.382,82.464
,121,119,116,120,114,112,110,115,109,113,111,112
68Zn,344.278,342.842,341.709,338.752,257.302,173.533,171.934,170.369,169.394,166.199,86.247,84.33,1.865
,62,58,51,61,49,38,33,49,35,44,38,36,111
66Zn,346.059,344.623,343.49,340.533,259.083,175.315,173.715,172.151,171.175,167.98,88.028,86.111,3.646,1.781
,61,58,50,60,47,32,30,47,33,43,33,34,111,26
64Zn,348.234,346.797,345.664,342.707,261.257,177.489,175.889,174.325,173.349,170.155,90.203,88.285,5.821,3.955,2.174
,61,57,51,60,48,36,30,47,34,44,35,31,111,27,27
